section,subsection,page,markers,marker_roles,name,qualifier,address,cross_reference,canvas_fragment,image
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),‖‡¶b,General Stationers; Fancy Stationers; Printsellers; Account-book makers,Bowdery & Kerby,,190 Oxford st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2852,2087,1065,72",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),‖,General Stationers,Bowron George,,"213 Oxford street & 11 Dartmouth street, Westminster",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2852,2155,1126,61",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),§‡,Librarians; Fancy Stationers,Boyce Fred.,,25 Motcomb st. Belgrave sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2863,2283,1113,61",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),§,Librarians,Boyls Mrs. R.,,16 Grey st. Oxford st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2864,2348,1035,58",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),§‖,Librarians; General Stationers,Bradbery Mrs. S.,,2 Michael's pl. Bromp,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2863,2409,1109,63",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),‖,General Stationers,Braithwaite C.,,130 Mount st. Bkly. sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2865,2477,1103,56",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),§‖,Librarians; General Stationers,Brassington & Field,,27 High st. Knsngtn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2863,2542,1107,55",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),‖¶a,General Stationers; Printsellers; Newsvenders,Brittain & Co.,,73 Blackman street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2868,2606,1077,54",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),†,Publishers,Brittain William,,11 Paternoster row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2868,2668,1054,57",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),,,Britten Wm.,,"7 Russell court, Drury la",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2868,2732,1077,55",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),‖,General Stationers,Brooks Henry,,87 New Bond street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2870,2793,1026,63",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),‖†,General Stationers; Publishers,Brooks Henry,,319 Regent street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2871,2857,985,60",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),*†,Printers; Publishers,Brown Mrs. Jane,,10 Duke st. Manch. sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2870,2923,1098,55",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),,,Brown William,,104 High Holborn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2871,2988,981,54",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),,,Brown William,,130 Old st. St. Luke's,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2871,3050,1061,56",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),,,Brumby John,,24 Haymrkt. & 1 Panton st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2870,3115,1102,54",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),d,Foreign Booksellers,Bryant John,,9 King William st. Strand,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=1781,3432,970,54",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),†§,Publishers; Librarians,Bull Edward,,19 Holles st. Cavendish sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2867,3241,1099,57",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),a,Newsvenders,Bullock William,,3 Clerkenwell green,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2867,3303,1084,63",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),*§‖ab,Printers; Librarians; General Stationers; Newsvenders; Account-book makers,Bult Benjn. E.,,25 New Quebec st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2862,3368,1081,62",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),‖,General Stationers,Bumpus Thomas,,6 Holborn bars,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2869,3433,956,58",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),‖,General Stationers,Bunce Wm.,,8 Charles st. Westminster,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2870,3497,1105,56",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),†,Publishers,Blackie John & Son,,21 Warwick square,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2852,1579,1132,59",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),†‖,Publishers; General Stationers,Burns Jas.,,17 Portman st. Portman sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2852,3680,1128,83",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),†§‖¶,Publishers; Librarians; General Stationers; Printsellers,Churton Edward,,26 Holles street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=2847,5285,1099,76",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),‖,General Stationers,Bateman Mrs. Mary A.,,16 Bucklesbury,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=1730,5733,1121,52",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 646 (scan 674),†,Publishers,Baynes Wm. & Son,,54 Paternoster row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27074/canvas/c673#xywh=1704,5863,1137,61",0001_p16445coll4:27074.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),*†,Printers; Publishers,Coghlan F.,,5 Brydges st. & 457 Strand,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=678,474,3246,60",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Colburn Henry,,13 Gt. Marlborough st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=564,534,3390,62",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Cole Joseph,,London street Greenwich,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=567,659,3385,72",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Collins Miss Julia,,29 Orchard street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=571,725,3384,71",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Collins Samuel,,84 St. John street rd,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=568,792,3383,64",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Collyer E. & A.,,5 Prospect pl. Chelsea,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=568,856,3349,68",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Corbett Thomas,,218 Tottenham ct. rd,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=568,926,2086,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Cornish Samuel & Co.,,126 Newgate st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=560,988,2125,64",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Courtier Charles,,3 Bouverie street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=566,1119,1043,61",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Cowel Jas. W.,,6 Waterloo ter. Comrl. rd. ea,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=575,1178,3319,66",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖*,General Stationers; Printers,Cowell Joseph,,"23 Queen's row, Pimlico",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=572,1248,3371,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,"Cowie, Jolland & Co.",,31 Poultry,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=564,1315,952,54",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Coxhead Joseph,,249 High Holborn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=568,1378,1016,55",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Crabb James A.,,80 Cheapside,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=564,1443,869,54",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Cradock T. M. & Co.,,48 Paternoster rw,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,1505,3401,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖*,General Stationers; Printers,Cresswell John,,121 Crawford street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=563,1567,3210,64",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),*§‖b,Printers; Librarians; General Stationers; Account-book makers,Crew Francis,,27 Lamb's Conduit st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,1635,3280,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Crick Mrs. Susanna,,"Broadway, Stratfrd",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=556,1693,3304,71",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Crofts William,,19 Chancery lane,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=557,1766,1035,52",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Crouch Geo.,,"5 Tudor st. & 1 Crown ct. Bridge street, Blackfriars",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=561,1830,3143,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Crozier Robt.,,29 Bow st. Covent garden,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,1956,3397,57",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Cummins Mrs. H.,,"80 New cut, Lambeth",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,2084,3397,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†‖,Publishers; General Stationers,Dalton Wm. Henry,,28 Cockspur st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=552,2207,3403,66",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Daly Charles,,19 Red Lion sq. Holborn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=560,2272,3224,62",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖a,General Stationers; Newsvenders,Daniel Richd.,,2 King st. Covent garden,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=555,2332,3401,73",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Daniell Edward,,53 Mortimer street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=550,2399,1030,62",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Davis Charles,,48 Coleman street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,2533,959,55",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖a,General Stationers; Newsvenders,Davis Charles,,41 Gt. Marylebone st.,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=556,2594,2072,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Dawson Jas.,,38 White Lion st. Pntnvl,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=556,2656,2186,60",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†*,Publishers; Printers,Dean & Munday,,35 & 40 Threadneedle st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=549,2721,3333,57",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Dinnis James,,62 Paternoster row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,2849,1012,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Dodson Daniel,,"137 Fleet street & 4 New street, Covent garden",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,2914,3397,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Dolman Charles,,61 New Bond street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,3039,3394,57",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Douglas Mrs. M. E.,,16 Lit. Knightrider st,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,3103,3246,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Dowding John,,82 Newgate street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,3167,982,57",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Dowie John E.,,14 Crown st. Walworth,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=557,3294,3393,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Doyle Martin,,82 Chancery lane,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=551,3358,918,57",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),¶‖,Printsellers; General Stationers,Drewett Mrs. Ann,,62 Quadrant,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=555,3420,1005,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Drysdale James,,165 Goswell street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=551,3483,1027,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Duncan & Malcolm,,37 Paternoster row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=549,3544,3406,72",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Dyer Thomas,,"24 Princes st. Leicester sq. High street, Bloomsbury",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,3605,2067,66",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),§‖,Librarians; General Stationers,Earle Geo.,,"67 Castle st. east, Oxford st",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=545,3800,3356,59",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,East Philip,,"18 Holywell street, Strand",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,3865,3397,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖¶§,General Stationers; Printsellers; Librarians,Ebers E. S. & Co.,,27 Old Bond street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,3928,3394,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),*,Printers,Edwards Frederic,,56 Leman street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,3993,1058,54",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Edwards James,,76 Bunhill row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,4058,933,53",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†‡,Publishers; Fancy Stationers,Edwards William,,12 Ave Maria lane,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=549,4119,2185,57",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Eedes John,,14 Little Knightrider street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,4178,3402,62",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖c,General Stationers; Bookbinders,Egley Thomas,,69 New Bond street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,4248,1096,53",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,"Elder, Smith & Co.",,65 Cornhill,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=568,4311,918,53",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),c‖,Bookbinders; General Stationers,Elkins V.,,"8 Baker street, & 62 George st",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=561,4371,2059,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Elkins Wm. Henry,,47 Lombard street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=576,4435,2237,55",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Elt Chas. H.,,"18 Hedge row, Islington",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=571,4497,2087,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Elvin & Taylor,,48 Goodge st. Fitzroy sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=552,4559,2152,60",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Elvin Mrs. Sophia,,13 Tabernacle square,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,4622,2226,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Emans William,,43 Aldersgate street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=552,4682,2232,63",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Emmens Jas.,,51 Grosvenor pl. Pimlico,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=564,4749,2169,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Emmins John,,7 High Holborn,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=551,4805,899,64",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Ensoll Frederic,,45 Paddington street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=557,4874,2180,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),¶,Printsellers,Evans Ann & Son,,1 Gt. Queen street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=586,4931,3381,70",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Evans Geo. F.,,47 William st. Regent's pk,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=568,5001,2147,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Evans John,,9 Portugal st. Linc. inn fields,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=556,5064,2250,59",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Evans John Edward,,62 Snowhill,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=557,5127,978,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Evans Robert Harding,,93 Pall mall,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=561,5192,1039,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Evans Samuel,,42 Edgware road,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=557,5255,982,57",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),a,Newsvenders,Everett Wm.,,"5 Johnson's court, Fleet st",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=549,5318,2272,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),c,Bookbinders,Ewins Samuel Daniel,,102 Cheapside,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,5381,1103,57",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Fairburn John,,110 Minories,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=561,5448,860,54",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),a,Newsvenders,Farmer J.,,11 Hereford pl. Commer. rd. ea,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=553,5506,2162,61",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Faulkner Thos.,,"1 Paradise row, Chelsea",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=572,5571,2082,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),‖,General Stationers,Feldwick Thos. John,,40 Coleman street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=579,5629,3399,70",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†,Publishers,Fellowes Benjamin,,39 Ludgate street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=568,5762,2146,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),,,Fellowes Joseph,,13 Shoe lane,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=563,5824,886,59",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),§¶,Librarians; Printsellers,Ferguson John,,5 Earl's ct. Leicester sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=560,5885,3421,63",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),¶,Printsellers,Field John,,"65 Quadrant, Regent street",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),§,Librarians,Firth Mrs. E.,,9 Somerset st. Aldgate,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),§,Librarians,Fisher Thos.,,"2 Postern row, Tower hill",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,p. 647 (scan 675),†*,Publishers; Printers,Flook Jas. F.,,85 Charlotte st. Ftzry. sq,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=1831,320,845,77",0002_p16445coll4:27075.jpg
