section,subsection,markers,marker_roles,name,qualifier,address,cross_reference,canvas_fragment,image
BOOKSELLERS,Booksellers in General,,,Lilly Jsph.,,"19 King street, Cov. garden",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2808,4868,1141,76",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Lloyd Edward,,231 High st. Shoreditch,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2815,5063,1141,64",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,¶,Printsellers,Lloyd Wm.,,36 Chandos st. Covent gard,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2813,5129,1141,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§‖,Librarians; General Stationers,Love George,,81 Bunhill row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2809,5251,914,64",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,LovelaceJohn,,47William st.Regent's pk,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2824,5318,1138,56",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖c,General Stationers; Bookbinders,Lovett Abraham H.,,19 Dean st. Soho,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2824,5378,1134,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,c,Bookbinders,Low John,,"14 Lit. Queen street,Holborn",,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2821,5440,1137,63",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Lumley Edward,,56 Chancery lane,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2822,5566,1024,64",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,M'Danell James,,1 Charterhouse street,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2817,5759,1141,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,M'Donald John,,11 Russell ct. Drury la,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2824,5823,1145,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§,Librarians,Cotes Nat. Hardcastle,,139 Cheapside,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Cumberland John,,Camden New town,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Cunningham Hugh,,1 St. Martin's pl,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Darton & Clark,,58 Holborn hill,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†*,Publishers; Printers,De Porquet F.,,11 Tavistock st. Cov. g,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,*§‖b,Printers; Librarians; General Stationers; Account-book makers,DowdingW.S.,,18Cannon st. St.Geo.e,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖‡b,General Stationers; Fancy Stationers; Account-book makers,Dykes & Cooper,,"33 Piccadilly, & 1",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖†b,General Stationers; Publishers; Account-book makers,Fell George,,60 Piccadilly,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,¶,Printsellers,Field John,,"65 Quadrant, Regent street",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§,Librarians,Firth Mrs. E.,,9 Somerset st. Aldgate,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§,Librarians,Fisher Thos.,,"2 Postern row, Tower hill",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Flook Jas. F.,,85 Charlotte st. Ftzry. sq,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Ford K. J.,,Upper st. Hornsey rw. Isling,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§,Librarians,Fores Henry P.,,3 Spur st. Leicester sq,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Foster Miss M. E.,,24Aylesbury st.Clknwl,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Fox Charles,,67 Paternoster row,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=1740,2465,895,58",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†‖,Publishers; General Stationers,Fraser James,,215 Regent street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,c‖,Bookbinders; General Stationers,Fryer J.,,"15 Gower st. north, New road",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,FullartonA.&Co.,,12King's sq.Goswell rd,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§,Librarians,George John N.,,66 Upper Berkeley st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Gilbert & Grattan,,51 Paternoster row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Gilbert G.,,2 Green Arbour sq. O. Bailey,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,GilbertSamuel,who.,26Paternoster row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Ginger Godfree Wm.,,21 College street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Gladding John,,"20 City road, Finsbury sq",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Gladding Rob.,,97 & 98 Whitechapel road,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Glover James,,"Water lane, Fleet street",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖*,General Stationers; Printers,Gooch Edw. F.,,55 King Wm. st. City,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Goodwin Edward,,"2 Shoe lane, Fleet st",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Gordon James,,146 Leadenhall street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Grattan & Gilbert,map publishers;,,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Green John,,121 Newgate street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Greenland Geo. & Alfred,,38 Poultry,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Gregory Isaac,,6 Chapel st. Tott. ct. rd,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Griffith William,,41 Goswell road,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Groombridge R.,,6 Panyer al. Newgate st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,Hailes Nathl.,,49 Jermyn st.St. James's,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,HaljdayJ.P.,,20Charlotterw.Walworth rd,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,"Hamilton,Adams&Co.",,33Paternost. row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Hanton John,,9 Musuem st. Bloomsbury,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=614,3740,811,52",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,*§‖,Printers; Librarians; General Stationers,Harris Mrs. E,,96 High st. Shadwell,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,HarrisHenry,,18 Bridge st.Westminster,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Harris John,,21 Ludgate street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Harris Miss S.,,6 Opera arcade,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Harvey & Darton,,55 Gracechurch st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Hatchard John & Son,,187 Piccadilly,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,Hattersley Wm.,,43 Regent st. Wstmn,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Hearne John,& old,81 Strand,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Heath William,,29½ Lincoln's inn fields,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Henderson George,,2 Old Bailey,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Henningham & Hollis,,5 Mount street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,c,Bookbinders,Hering Henry,,9 Newman street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†*a,Publishers; Printers; Newsvenders,Hetherington Henry,,126 Strand,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,*,Printers,Hex William,,"6 East road, City road",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Hextall Fred.,,11 Catherine st. Strand,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,Hicks Robert,,106 Crawford street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†‖,Publishers; General Stationers,Higham Mary & S.,,54 Chiswell street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Higly Mrs. Elizabeth,,3 Eyre st. hill,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Hobson G:,,8 Crombie's r. Commerl.rd.ea,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Hodgson Orlando,,111 Fleet street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Hookham Thomas,,15 Old Bond street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§,Librarians,Horne George & Co.,,105 Cheapside,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,Horne John,,19 Leicester square,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=2828,2469,599,52",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,Horne W. M.,,2 Skinner's st. New road,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§a,Librarians; Newsvenders,Horsman Jas.,,9 Brownlow st. Bedfd.row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Houghton James,,98 Jermyn street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†*‖†¶,Publishers; Printers; General Stationers; Publishers; Printsellers,Houlston & Hughes,,154 Strand,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Houlston & Stoneman,,65 Paternoster r,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖§†,General Stationers; Librarians; Publishers,Houlston William,,35 High Holborn,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Howard Mrs. Esther,,33 Gray's inn lane,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Huett Noah,,141 High Holborn,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Hughes Hugh,,15 St. Martin's le grand,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§‖,Librarians; General Stationers,Hurren Mrs.S.,,45 Curtain rd.Shoredit,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†‖,Publishers; General Stationers,Hurst Thomas,,5 St. Paul's church yd,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,¶a,Printsellers; Newsvenders,Iley Mrs.Elbth.,,2 Stafford st. Bond st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Inglis John,,13 Tysoe st. Exmouth st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Jackson & Walford,,18 St.Paul's ch. yd,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Jackson John,,13 Agar st. West Strand,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Jackson John Hen.,,Islington green,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Jeffery Wm.,,"7 George yard, Lombard st",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†¶,Publishers; Printsellers,Jennings Robert,,62 Cheapside,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Jerrey Samuel,,32 Tabernacle walk,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Johnson Henry,,49 Paternoster row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Jones & Co.,,32 Finsbury place,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,Jones & Yarrell,,Bury st. St. James's,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Jones Jas.,,5 Horse shoe ct.Ludgate hill,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Jones John,,"6 King street, Tower hill",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,c,Bookbinders,Jones J.,old,73 Princes st.Leicstr. sq,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,Jones John Emanuel,,59 Crawford st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Jones Thos.,catholic,63 Paternstr.row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Joy William,,44 Paternoster row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖c,General Stationers; Bookbinders,Kaines Mrs. M.,,"New road, St. Geo. ea",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Keating Geo.,catholic,38 South st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§‖,Librarians; General Stationers,Keats Joseph,,143 Sloane street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Kelly Thomas,,16 Paternoster row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Kendrick John,,"4 Charlotte row, City",,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Kenneth Wm.,,22 Gt. Russell st. Cov.gar,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Kennett R. J.,old,14 York st.Cov.gar,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Kernot Henry,,42 Castle st. Leicester sq,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖†a,General Stationers; Publishers; Newsvenders,Kerr Wm.,,32 Duke st. Manchester sq,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Kettle Charles,,255 High Holborn,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,Kettle John,,117 High Holborn,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,Kettle Wm.,,13 Little Queen st. Holborn,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Kidd & Hodgson,pub. of Bent's Lit. Adv.,Aldine chambs.13 Paternost.rw,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Kidd Wm.,,7 Tavistock st. Covent gard,,"https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674#xywh=606,2977,641,55",0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Kimpton Benj.,old,8 Hand ct.Holborn,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,§‖a,Librarians; General Stationers; Newsvenders,Kimpton J. M.,,68 Gt.Russell st.Blms,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Kirby Ralph S.,,20 Warwick la.Nwgt.st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖a,General Stationers; Newsvenders,Kissick John,,10 Tottenham ct. road,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Knight Charles & Co.,,22 Ludgate street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Lacey Edwrd,who.,76 St. Paul's ch.yd,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,*‖§,Printers; General Stationers; Librarians,Lambert Alf.,,15 Gt. Suffolk st. Boro',,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,‖,General Stationers,Lanchenick Claudius,,5 Brompton row,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,*§‖a,Printers; Librarians; General Stationers; Newsvenders,Lawless Edward D.,,13 Philpot lane,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,*b,Printers; Account-book makers,Layton Charles & Edwin,,150 Fleet st,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,a,Newsvenders,Leathwaite John,,1 Pope's head alley,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,†,Publishers,Levy Isabella Mrs.,,17 Crutchedfriars,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,,,Lewis Lewis A.,,125 Fleet street,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
BOOKSELLERS,Booksellers in General,¶,Printsellers,Lincoln W.S.,,3 Cheltenham pl. West rd,,https://cdm16445.contentdm.oclc.org/iiif/p16445coll4:27075/canvas/c674,0002_p16445coll4:27075.jpg
